Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,FREQ,REPORTING_TYPE,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,TIME_DETAIL,Value
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,37.5
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,43.2
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,35.5
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,36.1
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,36.4
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,35.8
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,35.3
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,38.0
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,40.8
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,43.9
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,ប្រុស,,ភាគរយ,2019-2020,45.3
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,38.2
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,43.3
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,37.0
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,37.2
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,40.3
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,40.1
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,38.8
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,42.1
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,47.0
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,50.5
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រះវិហារ,,,ភាគរយ,2019-2020,51.6
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,43.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,44.2
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,41.0
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,38.3
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,39.8
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,42.8
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,46.2
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,51.0
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,58.7
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,60.2
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ស្រី,,ភាគរយ,2019-2020,57.9
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,52.1
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,53.8
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,44.0
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,41.7
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,42.5
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,43.0
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,42.1
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,44.9
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,47.1
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,47.1
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,ប្រុស,,ភាគរយ,2019-2020,47.0
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,48.0
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,49.1
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,42.6
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,40.1
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,41.2
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,42.9
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,44.0
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,47.8
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,52.6
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,53.3
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ព្រៃវែង,,,ភាគរយ,2019-2020,52.2
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,47.4
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,46.6
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,38.6
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,33.3
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,35.3
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,35.1
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,36.3
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,41.3
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,45.9
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,45.8
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ស្រី,,ភាគរយ,2019-2020,47.0
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,45.7
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,44.5
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,34.6
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,31.2
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,31.8
2014,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,30.1
2015,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,30.6
2016,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,36.3
2017,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,36.2
2018,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,36.5
2019,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,ប្រុស,,ភាគរយ,2019-2020,38.3
2009,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,2019-2020,46.5
2010,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,2019-2020,45.6
2011,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,2019-2020,36.5
2012,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,2019-2020,32.2
2013,តម្លៃធម្មតា,ឯកតា,ទិន្នន័យប្រទេស,MoEYS_Education Statistics & Indicators,ប្រចាំឆ្នាំ,ជាតិ,៤.១.១.២ អត្រាបញ្ចប់ការសិក្សានៅមធ្យមសិក្សាបឋមភូមិ,ពោធិសាត់,,,ភាគរយ,2019-2020,33.5
